Provincia,Partido,Localidad,Link Indec,Otros,"0,256 Mbps","0,375 Mbps","0,5 Mbps","0,512 Mbps","0,625 Mbps","0,75 Mbps",1 Mbps,"1,25 Mbps","1,5 Mbps",2 Mbps,"2,2 Mbps","2,5 Mbps",3 Mbps,"3,3 Mbps","3,5 Mbps",4 Mbps,"4,5 Mbps",5 Mbps,6 Mbps,"6,4 Mbps",7 Mbps,"7,5 Mbps",8 Mbps,9 Mbps,10 Mbps,"10,2 Mbps",11 Mbps,12 Mbps,"12,3 Mbps",13 Mbps,14 Mbps,15 Mbps,16 Mbps,17 Mbps,18 Mbps,20 Mbps,"20,5 Mbps",21 Mbps,22 Mbps,23 Mbps,24 Mbps,25 Mbps,"25,1 Mbps","25,5 Mbps",26 Mbps,27 Mbps,30 Mbps,31 Mbps,32 Mbps,34 Mbps,35 Mbps,36 Mbps,38 Mbps,39 Mbps,40 Mbps,41 Mbps,45 Mbps,46 Mbps,48 Mbps,49 Mbps,50 Mbps,"50,1 Mbps","50,25 Mbps",51 Mbps,55 Mbps,58 Mbps,59 Mbps,60 Mbps,61 Mbps,62 Mbps,64 Mbps,65 Mbps,66 Mbps,70 Mbps,75 Mbps,78 Mbps,80 Mbps,83 Mbps
BUENOS AIRES,Cañuelas,Barrio El Taladro,6134020,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,,,,23,,,,,,,,,,,1,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Cañuelas,6134030,2,,,,1,,19,,,,,,,1,,302,,,2,1,,,,310,,529,,,,,,,611,,,,1.431,,,,,,1,,,,,18,,,,,,,,,,,,,,1.212,,,,,,,26,,,,,,,7,,,
BUENOS AIRES,Cañuelas,Gobernador Udaondo,6134040,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,1,,,,,,,,,,,,,,,,,,8,100,,,,,,263,,,,,,,,,,,2,,,,,,9,,,,,1,,,,,,,,,,,,,,36,,,,,,,928,,,,,,,203,,,
BUENOS AIRES,Cañuelas,Santa Rosa,6134060,,,,2,,,,,,,,,,,,,,,,115,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,,,,,,,,,,,,,,,,,,,80,12,,12,,17,,618,,,,,,,56,,,,40,,,,,,,,,,,4,,,,,,,,1,,,,,,47,,,,,,,,,,,,,,,,,
BUENOS AIRES,Cañuelas,Vicente Casares,6134080,,,,,,,7,,,,,,,,,55,,,,,,,,29,,25,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,6140010,,,,,,,,,,,,,,89,,20,,,1,,,,,70,,299,,,,,,,92,,,,2,,,,,,47,,,,,3,,,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,
BUENOS AIRES,Capitán Sarmiento,La Luisa,6140020,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Cadret,6147020,,,,,,,,5,,,,,,,,,,,,18,,,,19,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,,,,1,,,5,65,,,,,,,,157,,,,1.133,,,,1.263,,,,,509,,,,765,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,264,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,La Sofía,6147060,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,6147070,,,,,,,,,,,,,,,,,,,,20,,,,19,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Moctezuma,6147080,,,,,,,,,,,,,,108,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Santo Tomás,6147095,,,,,,,,1,,,,,,,,,,,,17,,,,16,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Casares,Smith,6147100,,,,,,,,,,,,,,166,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,1,,,,,,,39,,,210,,,1.356,,6,,,9,153,,31,,2,,1,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Colonia Seré,6154020,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Curarú,6154030,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Timote,6154040,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),6154050,,,,,1,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Carmen de Areco,6161010,,,,,,,3,,,,,,,903,,46,,,,,,,,109,,5,,,,,,,232,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,3,
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,6161020,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Carmen de Areco,Tres Sargentos,6161030,,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Castelli,6168010,,,,2,,,,105,,,173,,,62,,,,,621,,,95,,21,,193,,,104,,,,240,,,,,,,,,,662,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Centro Guerrero,6168020,,,,,,,,,,,11,,,4,,,,,19,,,,,,,1,,,,,,,5,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Castilla,6210010,,,,,,,,,,,,,,52,,,,,,217,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Chacabuco,6210020,,,,,,,23,,,,,,,,,219,,,7,,,,,353,,66,,,,,,,344,,,,6,,,,,,,,,,,19,,,,,,,,,,,,,,1.007,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,O'Higgins,6210040,,,,,,,,,,,,,,100,,,,,,342,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chacabuco,Rawson,6210050,,,,,,,,2,,,113,,,1,,,,,303,,,,,,,116,,,,,,,,,,,31,,,,,,,,,,,1,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,,,,,,,,,,,,,,,,,,,,83,,,,,,27,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Chascomús,6217010,,,,2,,,32,323,,,,,,725,,552,,,457,,,,,732,,495,,,,,,,847,,,,486,,,,,,,,,,,6,,,,,,,,,,,,,,820,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),6217020,,,,,,,,75,,,,,,174,,2,1.542,,146,,,,,252,,49,,,,,85,,91,,,,10,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,5,1,,,1,,33,,,,906,,,5,,980,,,,2,,1.352,,930,,34,,,1,,,,709,,,,14,,,,,,,,,,,11,,,,,,,,,,,,,,1.798,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Gorostiaga,6224030,,,,,,,,,,,55,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,La Rica,6224040,,,,,,,,,,,,,,4,,,16,,,11,,27,,8,,10,,,3,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,,,,,,,,,,,,,,,,,13,,,316,,,,3,,26,,,1,,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,Ramón Biaus,6224060,,,,,,,,,,,,,,6,,,,,3,4,,,,14,,7,,,2,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Chivilcoy,San Sebastián,6224070,,,,,,,,,,,,,,,,,,,3,38,,,,5,,,,,2,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,Colón,6175010,2.414,,,,,,4,,,,,,,1.328,,107,,,2,959,,,,257,,4,,,46,,,,711,,,,5,,,,,,,,,,,107,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,Pearson,6175030,,,,,,,,,,,,,,,,,,,,80,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Colón,Sarasa,6175040,,,,,,,,,,,,,,4,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,6182010,,,,,,,,,,,6,,,9,,,,,14,27,,,,,,3,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,6182020,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,6182025,,,,,,,,,,,7,,,7,,,,,,22,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,,,,6,,,80,1,,,,,,1,,409,,,,,,,,185,,37,,,,,,,189,,,,7,,,,,,,,,,,9,,,,,,,,,,,,,,13.869,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),6182050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,4,,,,,,,,,,,,,,,,,,,,,,,,,317,,,,,,,16,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,,,,,,,,,,,,,,,,21,,,,,,,,114,,9,,,,,,,158,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,2,,,,,,,,,,17,,,,,,,,,,,,,48,,528,,,,,,,37,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,7,,,,,,15,,,,,,,,,104,,,,1.679,,,,335,,143,,,26,,,,380,,,,11,,,,,,,,,,,7,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,8,,,,,,13,,,,,,,,,160,,,,,,,,2.283,,17,,,,,,,298,,,,4,,,,,,,,,,,408,,,,,,,,,,,,,,410,,,,,,,48,,,,,,,,,,
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,,,,,,,,,,,34,,,,,,,,,,,,,371,,8,,,,,,,133,,,,1.395,,,,,,,,,,,51,,,,,,,,,,,,,,74,,,,,,,,,,,,,,1,,,
BUENOS AIRES,Coronel Suárez,Pasman,6203060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Coronel Suárez,San José,6203070,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,,,,90,,,,,,,,,,,85,,,,,,,,,,,,,,7,,,,,,,,,,,,,15,,,,
BUENOS AIRES,Coronel Suárez,Santa María,6203080,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,373,,,,54,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,,,,73,,,,,,,,,,,85,,,,,,,,,,,,,,11,,,,,,,,,,,,,12,,,,
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,2,,,,,,,,,,,,,,,,,,,,,,,92,,,,,6,,,,47,,,,6,,,,,,,,,,,22,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
BUENOS AIRES,Daireaux,Daireaux,6231030,,,,,,,4,,,,,,,,,42,244,,,,,,,396,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Daireaux,Salazar,6231060,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Dolores,Dolores,6238010,4,,,,,,21,68,,,,,,172,,339,,,53,2.600,,,,630,,797,,,,,,,597,,,,673,,,,,,,,,,,5,,,1,,,,,,,,,,,547,,,,,,,,,,,,,,,,2.615,
BUENOS AIRES,Dolores,Sevigne,6238020,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ensenada,Ensenada,6245010,13,,,6,,,17,428,,,112,,,1.472,,486,35,,2,281,,46,,530,,75,,2,19,,1,,504,,,,46,,,,,2,6,,,,,1.647,,,,,,,,,,,,,,839,,,,,,,1.130,,,,,,,66,,,
BUENOS AIRES,Ensenada,Villa Catela,6245010,4,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Escobar,Belen de Escobar,6252010,43,,,21,1,,9,131,,,261,,,380,,23,,,5,1.177,,,,,,2.789,,,,,,,67,,,,8.396,,,,,,8,,,,,1.906,,,,,,,,,,,,,,4.572,,,,,,,1.488,,,,,,,373,,,
BUENOS AIRES,Escobar,El cazador,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,1,,,,,,,,,,3,,,,,2.250,,,,,,,,,,,,,,16,,,,,,,376,,,,,,,72,,,
BUENOS AIRES,Escobar,Garín,6252010,1.916,,,3,,,,84,,,11,,,280,,2,,,8,425,,,,24,,788,,,40,,,,15,,,,250,,,,,,45,,,,,1.825,,,,,,,,78,,,,,,1.464,,,,,,,3.391,,,,,,,692,,,
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,23,,,3,,,3,58,,,21,,,188,,7,,,10,502,,,,1,,423,,1,,,,,37,,,,74,,,,,,14,,,,,1.049,,,,,,,,,,,,,,768,,,,,,,1.379,,,,,,,319,,,
BUENOS AIRES,Escobar,Loma Verde,6252010,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,,,,,,,,,,,,,,,,
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,1,,,,,,,1,,,,,,13,,,,,6,115,,,,,,329,,,,,,,21,,,,29,,,,,,12,,,,,13,,,,,,,,,,,,,,77,,,,,,,1.374,,,,,,,304,,,
BUENOS AIRES,Escobar,Matheu,6252010,3,,,2,,,1,81,,,2,,,90,,1,,,3,259,,,,12,,720,,,13,,,,41,,,,198,,,,,,8,,,,,2,,,,,,,,,,,,,,47,,,,,,,1.046,,,,,,,212,,,
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,3,,,2,,,9,3,,,13,,,,,158,55,,7,83,,,,52,,255,,,,,,,21,,,,,,,,,,22,,,,,8,,,,,,,,,,,,,,49,,,,,,,2.771,,,,,,,498,,,
BUENOS AIRES,Esteban Echeverría,Canning,6260010,290,,,,,,2,1,,,,,,,,2,,,2,,,,,2,,16,,,,,,,1,,,,,,,,,,1,,,,,1.072,,,,,,,,,,,,,,166,,,,,,,291,,,,,,,88,,,
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,3,,,,,,,1,,,29,,,,,,43,,4,18,,,,,,209,,,,,,,1,,,,4,,,,,,16,,,,,6,,,,,,,,,,,,,,63,,,,,,,2.265,,,,,,,420,,,
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3,,,2,,,2,2,,,21,,,,,,,,2,32,,,,1,,362,,,,,,,1,,,,,,,,,,25,,,,,1.773,,,,,,,,,,,,,,241,,,,,,,1.927,,,,,,,323,,,
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,6,,,10,3,,19,17,,,55,,,6,,76,127,,22,131,,,,47,,874,,,,,,,89,,,,5,,,,,,63,,,,,25.082,,,,,,,,,,,,,,792,,,,,,,8.182,,,,,,,1.756,,,
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,,,,,,,,,,,,,,,,,,,,,,,,175,,,,,7,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,1,,,2,,,2,,,,,,,,,25,,,,,,,,94,,,,,,,,,238,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,El Remanso,6266030,,,,,,,,,,,,,,,,,,,,,,,,331,,31,,,22,,,,17,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,1,,,,1,,2,,,,,,,,,,,,20,,,,,,,3.649,,,,,,,,,,,,,,,,,2.528,,,,,,,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,5,,,,,,,,,,,,,35,,,,,,,,,,1.058,,98,,,64,,,,86,,,,423,,,,,,291,,,,,,,,,,,,,,,,,,,1.104,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,1,,,2,1,,8,2,,,,,,5,,20,,,,24,,,,32,,85,,,,,,,42,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,Canning,6270010,151,,,,,,10,,,,,,,1,,37,,,5,1,,,,48,,45,,,,,,,104,,,,3,,,,,,52,,,,,975,,,,,,,,,,,,,,124,,,,,,,469,,,,,,,131,,,
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,13,,,,,,4,,,,,,,,,20,,,4,301,,,,54,,390,,,,,,,263,,,,129,,,,,,66,,,,,11,,,,,,,,,,,,,,51,,,,,,,3.047,,,,,,,502,,,
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,29,,,4,1,,13,2,,,,,,,,237,,,36,1,,,,176,,659,,,,,,,122,,,,2,,,,,,44,,,,,4.999,,,,,,,,,,,,,,377,,,,,,,3.992,,,,,,,854,,,
BUENOS AIRES,Ezeiza,La Unión,6270010,,,,3,,,,,,,,,,,,4,,,5,415,,,,15,,541,,,,,,,89,,,,165,,,,,,19,,,,,6,,,,,,,,,,,,,,61,,,,,,,3.668,,,,,,,752,,,
BUENOS AIRES,Ezeiza,OTROS,Sin Datos,,,,2,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,8,,,,,,6,,,,,,,,,207,,,7,477,,,,131,,782,,,,,,,233,,,,237,,,,,,25,,,,,10,,,,,,,,,,,,,,169,,,,,,,4.192,,,,,,,700,,,
BUENOS AIRES,Florencio Varela,Bosques,6274010,,,,,,,2,228,,,38,,,2,,13,,,2,128,,,,13,,543,,,,,,,9,,,,89,,,,,,31,,,,,2.654,,,,,,,,,,,,,,312,,,,,,,3.646,,,,,,,759,,,
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,1,,,,,,,,,,,,,,,4,,,,,,,,,,148,,,,,,,2,,,,1,,,,,,10,,,,,2.266,,,,,,,,,,,,,,908,,,,,,,974,,,,,,,270,,,
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,8,,,134,1,,58,611,,,131,,,87,,92,145,,5,244,,,,98,,1.051,,,,,,,295,,,,152,,,,,,53,,,,,18.276,,,,,,,,,,,,,,3.010,,,,,,,6.136,,,,,,,1.356,,,
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,,,,,,,3,,,,,,,,,8,,,1,,,,,2,,298,,,,,,,,,,,,,,,,,14,,,,,1,,,,,,,,,,,,,,262,,,,,,,2.903,,,,,,,599,,,
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,,,,,,,,,,,,,,,,,,,2.512,,,,,,,139,,,,,,,,,,,,,,,,,14,,,,,908,,,,,,,,,,,,,,40,,,,,,,2.979,,,,,,,572,,,
BUENOS AIRES,Florencio Varela,La Capilla,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,la rotonda,6274010,,,,,,,,,,,,,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,,,54,,,,,,,11,,,
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,164,,,,,,,51,,,
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,,,,,,,,,,,,,,,,5,,,,,,,,7,,315,,,,,,,18,,,,,,,,,,7,,,,,226,,,,,,,,,,,,,,11,,,,,,,1.699,,,,,,,327,,,
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,,,,,,,,,,,,,,,,3,,,,29,,,,4,,160,,,,,,,5,,,,18,,,,,,30,,,,,357,,,,,,,,,,,,,,1.056,,,,,,,1.977,,,,,,,447,,,
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,,,,,1,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,,,,,,,,6,,,75,,,,,,110,,,29,,,,140,,54,,,,,,,9,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,Centinela Del Mar,6280005,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,,,,1,,,,209,,,338,,,76,,,,,307,22,,,,,,7,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,,,,,,,,7,,,30,,,28,,,21,,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,Mechongué,6280030,256,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUENOS AIRES,General Alvarado,Miramar,6280040,1,,,1,,,70,68,,,181,,,93,,1.064,77,,35,213,,2,,2.059,,206,,,,,,,1.843,,,,2,,,,,,3,,,,,10,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,
